query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank	nprobe	truth_list_recall	candidates_visited	matching_candidates	database_fraction
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	1536	1.0	300000	2014	1.0
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	1	0.8	228	148	0.00076
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	2	0.9	363	221	0.00121
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	4	0.9	416	247	0.0013866666666666667
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	8	0.9	823	471	0.0027433333333333333
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	16	0.9	1607	962	0.005356666666666667
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	32	0.9	4125	2424	0.01375
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	64	0.9	8064	4474	0.02688
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	128	1.0	16883	8537	0.05627666666666667
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	192	1.0	26674	13155	0.08891333333333333
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	256	1.0	36370	18156	0.12123333333333333
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	384	1.0	59730	29679	0.1991
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	512	1.0	84400	43018	0.2813333333333333
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	576	1.0	96233	50039	0.32077666666666665
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	768	1.0	135355	71928	0.4511833333333333
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	1024	1.0	189492	103980	0.63164
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	1152	1.0	217607	121812	0.7253566666666666
10	0.5782933333333333	broad	0.005547166	3	1	2	88	88	88	1536	1.0	300000	173488	1.0
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	1	0.2	90	29	0.0003
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	2	0.2	97	30	0.00032333333333333335
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	4	0.5	354	109	0.00118
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	8	0.7	771	256	0.00257
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	16	0.8	1826	544	0.0060866666666666664
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	32	1.0	3350	1004	0.011166666666666667
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	64	1.0	6960	2117	0.0232
11	0.2908733333333333	broad	0.0012731552	7	4	17	17	17	17	128	1.0	15359	4834	0.05119666666666667
